Feedback_ID,Patient_ID,Employee_ID,rating,Comments,Created_On
839,422,106,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/26/00
840,176,23,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/19/07
841,208,208,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/13/23
842,989,34,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/5/07
843,706,92,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/16/14
844,469,129,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/22/19
845,103,11,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/30/24
846,78,47,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/26/01
847,171,235,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/24/00
848,925,146,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,5/24/03
849,121,166,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/4/25
850,169,160,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/30/03
851,753,226,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/6/06
852,696,267,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/15/05
853,669,225,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/18/23
854,461,270,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/26/08
855,793,239,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/24/07
856,153,102,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/11/04
857,244,20,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/27/03
858,503,254,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/30/20
859,365,110,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/13/15
860,89,266,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/2/23
861,534,187,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/7/11
862,60,219,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/24/21
863,628,165,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/25/02
864,859,276,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,7/1/03
865,419,90,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/26/06
866,354,222,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/2/15
867,445,9,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/5/21
868,442,230,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/11/24
869,136,85,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/26/11
870,39,258,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/28/04
871,569,151,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/8/09
872,288,188,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/23/08
873,716,136,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/2/01
874,249,287,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/19/21
875,72,99,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/22/05
876,703,206,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/28/14
877,530,45,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/20/24
878,971,208,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,4/28/24
879,653,182,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,12/13/01
880,401,190,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/8/20
881,198,81,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/21/07
882,573,229,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/28/04
883,976,7,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,6/17/17
884,215,159,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/9/22
885,155,50,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/13/10
886,623,44,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/25/11
887,517,225,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,2/24/23
888,227,256,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,8/12/20
889,663,76,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/2/19
890,110,82,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/27/22
891,647,110,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/26/07
892,339,9,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",3/23/17
893,784,215,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/28/19
894,619,282,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/17/24
895,285,162,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/1/14
896,801,10,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/12/25
897,519,173,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/20/17
898,377,79,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/14/23
899,457,195,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/14/04
900,496,293,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/27/06
901,417,26,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/24/10
902,539,174,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/2/12
903,30,172,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/21/23
904,436,167,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,2/21/00
905,154,34,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,9/29/18
906,219,64,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/13/18
907,612,116,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/10/01
908,901,111,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/5/00
909,601,246,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/23/09
910,977,292,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/21/01
911,49,147,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",5/10/01
912,146,78,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,3/1/14
913,367,27,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/3/01
914,187,208,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/27/04
915,403,28,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/3/09
916,165,160,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/4/06
917,670,269,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",10/27/04
918,209,117,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/19/03
919,996,225,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/19/01
920,841,41,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/27/03
921,203,59,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,6/29/15
922,240,122,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,4/25/23
923,314,286,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/7/07
924,148,295,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/20/01
925,989,95,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/23/14
926,211,227,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/15/24
927,913,106,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,5/6/19
928,857,77,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/14/23
929,609,173,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/5/01
930,563,67,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,11/9/07
931,330,11,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/15/24
932,381,105,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,5/22/03
933,367,128,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/22/15
934,894,35,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/17/02
935,428,10,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,2/20/00
936,303,300,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,7/6/24
937,247,280,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/3/20
938,991,297,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/19/00
939,657,52,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",6/12/18
940,285,49,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/9/17
941,733,173,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,7/22/21
942,738,183,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/4/01
943,536,166,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",2/22/11
944,287,6,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/9/15
945,141,247,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",7/7/01
946,357,72,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,12/22/22
947,405,160,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/11/17
948,558,264,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",8/19/09
949,230,200,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/3/06
950,623,95,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,9/13/23
951,274,51,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,1/17/13
952,159,182,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/26/20
953,559,253,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/16/08
954,296,80,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/8/17
955,144,81,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,4/10/13
956,256,205,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,12/7/14
957,591,251,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/15/06
958,91,276,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",11/26/16
959,676,287,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,10/9/11
960,748,234,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/13/15
961,447,8,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/1/24
962,429,94,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/29/03
963,851,254,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,3/11/16
964,486,214,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",1/2/10
965,418,4,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/12/02
966,31,101,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/13/00
967,383,10,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,9/22/03
968,654,203,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/13/19
969,52,149,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,2/5/16
970,581,236,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/15/18
971,564,35,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/2/02
972,191,277,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/4/02
973,261,250,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,1/20/08
974,315,200,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/9/05
975,332,192,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,8/8/13
976,132,134,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/15/18
977,894,131,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,11/13/03
978,840,37,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/2/03
979,193,127,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,11/13/17
980,29,172,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,10/31/11
981,907,146,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,7/20/21
982,443,85,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,6/13/02
983,814,34,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/4/06
984,770,194,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,10/21/05
985,891,88,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,1/28/22
986,950,197,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,4/26/09
987,91,269,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/10/20
988,495,299,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/4/02
989,793,221,3,My care was acceptable but could be improved. Both the doctor and nurse provided average attention.,5/10/06
990,713,43,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/1/06
991,213,229,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,10/9/24
992,575,118,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,12/15/08
993,173,135,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,8/3/16
994,584,33,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/16/15
995,993,61,2,The experience fell short. The doctor appeared rushed and the nurse was not as responsive as needed.,3/29/01
996,661,120,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",12/27/16
997,479,257,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/28/15
998,207,144,5,"I am extremely pleased with the care received. The doctor was thorough and empathetic, and the nurse was exceptionally supportive.",4/25/21
999,869,283,1,I was very disappointed with my visit. The doctor seemed inattentive and the nurse did not offer proper care.,8/11/07
1000,172,259,4,I am satisfied with the care. The doctor was attentive and the nurse showed genuine concern for my well-being.,11/10/23
